query,name,google_id,place_id,location_link,reviews_link,reviews_per_score,reviews,rating,review_id,author_link,author_title,author_id,author_image,review_text,review_img_url,review_img_urls,owner_answer,owner_answer_timestamp,owner_answer_timestamp_datetime_utc,review_link,review_rating,review_timestamp,review_datetime_utc,review_likes,reviews_id
"Punggol Waterway Park, Singapore",Punggol Waterway Park,0x31da15f1a3415505:0x49a9ba7cdc9132fa,ChIJBVVBo_EV2jER-jKR3Hy6qUk,"https://www.google.com/maps/place/Punggol+Waterway+Park/@1.4111376999999998,103.90446209999999,14z/data=!4m8!1m2!2m1!1sPunggol+Waterway+Park!3m4!1s0x31da15f1a3415505:0x49a9ba7cdc9132fa!8m2!3d1.4111376999999998!4d103.90446209999999","https://search.google.com/local/reviews?placeid=ChIJBVVBo_EV2jER-jKR3Hy6qUk&q=Punggol+Waterway+Park,+Singapore&authuser=0&hl=en&gl=SG","{""1"": 45, ""2"": 36, ""3"": 181, ""4"": 660, ""5"": 1480}",2402,4.5,ChdDSUhNMG9nS0VJQ0FnSURtLVo3ZDlnRRAB,https://www.google.com/maps/contrib/103478342850221083090?hl=en-US,Angela,103478342850221083090,https://lh3.googleusercontent.com/a-/ACB-R5S0Yo9sow387Ix1KvZMqGLVbUzKCTMNtvJkrnxPevo=s120-c-c0x00000000-cc-rp-mo-ba3-br100,"Very nice long walkway and great that it is at my neighborhood. It can get crowded at times so do watch out. Some parts of the walkway is a bit narrow and the cyclists can be quite fast so for young families, keep a watch on the young children.

Great for the morning or evening walks.",https://lh5.googleusercontent.com/p/AF1QipP_EvS55pkiPWDNmE3VWhdTiX7vMyKN3k56AWUn,"https://lh5.googleusercontent.com/p/AF1QipP_EvS55pkiPWDNmE3VWhdTiX7vMyKN3k56AWUn, https://lh5.googleusercontent.com/p/AF1QipMxJR5QpLHA9cTGSwPT4lDSHXEKRpTD7HAQXOHo, https://lh5.googleusercontent.com/p/AF1QipNEn2xQEDw3A2HqWnmF27IkzHChVaqPOhWJrbB8, https://lh5.googleusercontent.com/p/AF1QipOYe7wdhxbjQ13ihSNOgQ9i3aCliEC-9x2TB1hY",,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURtLVo3ZDlnRRAB!2m1!1s0x0:0x49a9ba7cdc9132fa!3m1!1s2@1:CIHM0ogKEICAgIDm-Z7d9gE%7CCgwI-LftjwYQ6Jer1gM%7C?hl=en-US,5,1643863032,02/03/2022 04:37:12,3,5307978681272054522
"Punggol Waterway Park, Singapore",Punggol Waterway Park,0x31da15f1a3415505:0x49a9ba7cdc9132fa,ChIJBVVBo_EV2jER-jKR3Hy6qUk,"https://www.google.com/maps/place/Punggol+Waterway+Park/@1.4111376999999998,103.90446209999999,14z/data=!4m8!1m2!2m1!1sPunggol+Waterway+Park!3m4!1s0x31da15f1a3415505:0x49a9ba7cdc9132fa!8m2!3d1.4111376999999998!4d103.90446209999999","https://search.google.com/local/reviews?placeid=ChIJBVVBo_EV2jER-jKR3Hy6qUk&q=Punggol+Waterway+Park,+Singapore&authuser=0&hl=en&gl=SG","{""1"": 45, ""2"": 36, ""3"": 181, ""4"": 660, ""5"": 1480}",2402,4.5,ChZDSUhNMG9nS0VJQ0FnSUN1bnViVUJBEAE,https://www.google.com/maps/contrib/118415454612212949744?hl=en-US,ario narendro,118415454612212949744,https://lh3.googleusercontent.com/a-/ACB-R5R9eqC395LwgHfol39W0FG6z4XgXNqjTswHOGelyg=s120-c-c0x00000000-cc-rp-mo-ba3-br100,A nice park & long path way. Fit for everyone who look up for a walking/running track. It has fresh air since smokings are prohibited in this park. In the morning it doesn't too crowded,https://lh5.googleusercontent.com/p/AF1QipM4yCzpiw_juEp3YQcTf2AJRSN_sp5WxhU9wqQt,"https://lh5.googleusercontent.com/p/AF1QipM4yCzpiw_juEp3YQcTf2AJRSN_sp5WxhU9wqQt, https://lh5.googleusercontent.com/p/AF1QipOhQkJ2-5cMpOHgj7PQfn0wge89l4PIbefCendk, https://lh5.googleusercontent.com/p/AF1QipNIfMLRr1cJqvEq9tMfJUMpEhludnEtz3QM9q72, https://lh5.googleusercontent.com/p/AF1QipNuc7CYaS0IGnVaicaqMXc-FyslgYhRT9tdWxa1",,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN1bnViVUJBEAE!2m1!1s0x0:0x49a9ba7cdc9132fa!3m1!1s2@1:CIHM0ogKEICAgICunubUBA%7CCgwIsP6MlwYQ0JnN-AI%7C?hl=en-US,5,1659060016,07/29/2022 02:00:16,1,5307978681272054522
"Punggol Waterway Park, Singapore",Punggol Waterway Park,0x31da15f1a3415505:0x49a9ba7cdc9132fa,ChIJBVVBo_EV2jER-jKR3Hy6qUk,"https://www.google.com/maps/place/Punggol+Waterway+Park/@1.4111376999999998,103.90446209999999,14z/data=!4m8!1m2!2m1!1sPunggol+Waterway+Park!3m4!1s0x31da15f1a3415505:0x49a9ba7cdc9132fa!8m2!3d1.4111376999999998!4d103.90446209999999","https://search.google.com/local/reviews?placeid=ChIJBVVBo_EV2jER-jKR3Hy6qUk&q=Punggol+Waterway+Park,+Singapore&authuser=0&hl=en&gl=SG","{""1"": 45, ""2"": 36, ""3"": 181, ""4"": 660, ""5"": 1480}",2402,4.5,ChdDSUhNMG9nS0VJQ0FnSURPbE1qSHJBRRAB,https://www.google.com/maps/contrib/106519798782716225030?hl=en-US,Aakash A,106519798782716225030,https://lh3.googleusercontent.com/a-/ACB-R5SffreaC-TLga14gE_V1vNT9aJgjq83yl93dtUsp2E=s120-c-c0x00000000-cc-rp-mo-ba4-br100,"Awesome view and awesome place to walk. You can go longest you want it shortest. Me and wife like to visit the place, whenever we have time and waterway mall is just on the way so you could grab quick bites if you feel like.",https://lh5.googleusercontent.com/p/AF1QipOsLQjFkS8ZBJ9UfvqMnPKc1dTxlw87qGMvp6Vw,"https://lh5.googleusercontent.com/p/AF1QipOsLQjFkS8ZBJ9UfvqMnPKc1dTxlw87qGMvp6Vw, https://lh5.googleusercontent.com/p/AF1QipOOi2qXiqae1emKUeVmxPl-hOsyEW0xv1CLOnOO, https://lh5.googleusercontent.com/p/AF1QipOhGXeuucadXScHj8Mfh6yJvF63D0LlyTp2AfI5",,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURPbE1qSHJBRRAB!2m1!1s0x0:0x49a9ba7cdc9132fa!3m1!1s2@1:CIHM0ogKEICAgIDOlMjHrAE%7CCgsIqKLrlQYQyN7fbA%7C?hl=en-US,5,1656410408,06/28/2022 10:00:08,0,5307978681272054522
"Punggol Waterway Park, Singapore",Punggol Waterway Park,0x31da15f1a3415505:0x49a9ba7cdc9132fa,ChIJBVVBo_EV2jER-jKR3Hy6qUk,"https://www.google.com/maps/place/Punggol+Waterway+Park/@1.4111376999999998,103.90446209999999,14z/data=!4m8!1m2!2m1!1sPunggol+Waterway+Park!3m4!1s0x31da15f1a3415505:0x49a9ba7cdc9132fa!8m2!3d1.4111376999999998!4d103.90446209999999","https://search.google.com/local/reviews?placeid=ChIJBVVBo_EV2jER-jKR3Hy6qUk&q=Punggol+Waterway+Park,+Singapore&authuser=0&hl=en&gl=SG","{""1"": 45, ""2"": 36, ""3"": 181, ""4"": 660, ""5"": 1480}",2402,4.5,ChdDSUhNMG9nS0VJQ0FnSURXODRfLXp3RRAB,https://www.google.com/maps/contrib/109539507612633186817?hl=en-US,Haryaksh Deva,109539507612633186817,https://lh3.googleusercontent.com/a-/ACB-R5RVz9QfBgFHMnu4EOemr_l7pmyg5VUYrC7xZha0Fw=s120-c-c0x00000000-cc-rp-mo-ba3-br100,"It is an amazing Trip for Cycling, Jogging, walking etc. It has park Connector, like Park to Park, Park to Beach (Punggol Beach) etc. It is a 24 hours duration. You can try to visit your awesome park!",https://lh5.googleusercontent.com/p/AF1QipM8uVX4FaF1Me6KMmiiangtKf3Phxt1kIRq605T,"https://lh5.googleusercontent.com/p/AF1QipM8uVX4FaF1Me6KMmiiangtKf3Phxt1kIRq605T, https://lh5.googleusercontent.com/p/AF1QipOOBn13sqRVquBeQddk4GDV7IeUnAxNXdvnTbdA, https://lh5.googleusercontent.com/p/AF1QipM66czXIRD4ndTMHwTshVAcLZ1apg4CMZiL6bGT, https://lh5.googleusercontent.com/p/AF1QipMo-cTDDIg34_Huzj9hSVfG4_EJKwwvM-5ssU5i",,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURXODRfLXp3RRAB!2m1!1s0x0:0x49a9ba7cdc9132fa!3m1!1s2@1:CIHM0ogKEICAgIDW84_-zwE%7CCgsIsZypkgYQwPqbGg%7C?hl=en-US,5,1649036849,04/04/2022 01:47:29,1,5307978681272054522
"Punggol Waterway Park, Singapore",Punggol Waterway Park,0x31da15f1a3415505:0x49a9ba7cdc9132fa,ChIJBVVBo_EV2jER-jKR3Hy6qUk,"https://www.google.com/maps/place/Punggol+Waterway+Park/@1.4111376999999998,103.90446209999999,14z/data=!4m8!1m2!2m1!1sPunggol+Waterway+Park!3m4!1s0x31da15f1a3415505:0x49a9ba7cdc9132fa!8m2!3d1.4111376999999998!4d103.90446209999999","https://search.google.com/local/reviews?placeid=ChIJBVVBo_EV2jER-jKR3Hy6qUk&q=Punggol+Waterway+Park,+Singapore&authuser=0&hl=en&gl=SG","{""1"": 45, ""2"": 36, ""3"": 181, ""4"": 660, ""5"": 1480}",2402,4.5,ChdDSUhNMG9nS0VJQ0FnSURPNDQzRm1BRRAB,https://www.google.com/maps/contrib/113292593570738575923?hl=en-US,Andy Danz,113292593570738575923,https://lh3.googleusercontent.com/a-/ACB-R5TrdF_uZbbG2jIW_Cqn-f3KHL6Q-EoURtHN4NA5LWQ=s120-c-c0x00000000-cc-rp-mo-ba5-br100,"It’s a nice place for walk, jog and run. It’s picturesque and scenic. We almost walked till Coney Islands but night fall made it difficult, so had to get back.",https://lh5.googleusercontent.com/p/AF1QipM68Sgc7zI3oViha-sqgYYkVJcYIsSYp_ZgtOiE,"https://lh5.googleusercontent.com/p/AF1QipM68Sgc7zI3oViha-sqgYYkVJcYIsSYp_ZgtOiE, https://lh5.googleusercontent.com/p/AF1QipOcTYtPTeRvpvqMYXVCf_SF7nlHMn_DQmrRS9os, https://lh5.googleusercontent.com/p/AF1QipOqaE_d5GV37dKO5mJgXeAfh_EiPx-NQw8BpTIq, https://lh5.googleusercontent.com/p/AF1QipOMzaSdEY-xkJASTuR7YBKTNkkzggr01ydBW4MA, https://lh5.googleusercontent.com/p/AF1QipMDXEShJrn4QACkLxysFevm1xkHNY6tl6L2ehu1, https://lh5.googleusercontent.com/p/AF1QipNlWfwVq4w2KAdc-GqXpj7f1LkQbfOY9AuLDded, https://lh5.googleusercontent.com/p/AF1QipOxVnJoSLhucrgjF3SeC7XWxtWGNZOs_u3CW4Vf, https://lh5.googleusercontent.com/p/AF1QipM3nrSwYII5CHY2UOJ8fGiAvHrjl1ff7p2cVdxk, https://lh5.googleusercontent.com/p/AF1QipOGqHJmUhE47RqQjSzN5rbhq_GruKNTzD43mhZg, https://lh5.googleusercontent.com/p/AF1QipP3xaj7os_cOoZjdZQQj6IrRQ_xZs2aKu1or_r4, https://lh5.googleusercontent.com/p/AF1QipPkx4keDA75IAH5nHoRBW6xAYb6nB2EetWaURbF, https://lh5.googleusercontent.com/p/AF1QipNhxEyOQzecqED51luNA-UrsxgjLzz4h1PienmC, https://lh5.googleusercontent.com/p/AF1QipPLC756ZYdn5WkJeNGb_Fo3MHvcMFpVHUkSX5Og, https://lh5.googleusercontent.com/p/AF1QipMwlMV0AJMuhn4U-xBbSzH7p5Hk2us15JJma18Z, https://lh5.googleusercontent.com/p/AF1QipMCbVQ_bGr5HFuEC6ngMI4iHx2k8eLmjWyCURp_, https://lh5.googleusercontent.com/p/AF1QipNfy3XNN72e0jY0B8uH3QYBbqs47OGxBBgYK0Tc, https://lh5.googleusercontent.com/p/AF1QipNpNeCLpGQ7SfmiuaFQm3PtLbdHtDxG1UzFPMZL",,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURPNDQzRm1BRRAB!2m1!1s0x0:0x49a9ba7cdc9132fa!3m1!1s2@1:CIHM0ogKEICAgIDO443FmAE%7CCgwIq7i5lgYQ0I6JiAE%7C?hl=en-US,4,1657691179,07/13/2022 05:46:19,1,5307978681272054522
"Punggol Waterway Park, Singapore",Punggol Waterway Park,0x31da15f1a3415505:0x49a9ba7cdc9132fa,ChIJBVVBo_EV2jER-jKR3Hy6qUk,"https://www.google.com/maps/place/Punggol+Waterway+Park/@1.4111376999999998,103.90446209999999,14z/data=!4m8!1m2!2m1!1sPunggol+Waterway+Park!3m4!1s0x31da15f1a3415505:0x49a9ba7cdc9132fa!8m2!3d1.4111376999999998!4d103.90446209999999","https://search.google.com/local/reviews?placeid=ChIJBVVBo_EV2jER-jKR3Hy6qUk&q=Punggol+Waterway+Park,+Singapore&authuser=0&hl=en&gl=SG","{""1"": 45, ""2"": 36, ""3"": 181, ""4"": 660, ""5"": 1480}",2402,4.5,ChZDSUhNMG9nS0VJQ0FnSUNXMW9TMkZ3EAE,https://www.google.com/maps/contrib/115916344370214890951?hl=en-US,Hue Tran,115916344370214890951,https://lh3.googleusercontent.com/a-/ACB-R5RZWZHYLPQlOJnnbCYMSgV0Zy5Heg740okgMTfM0jU=s120-c-c0x00000000-cc-rp-mo-ba5-br100,"Our family with the 1.5-2 year old baby enjoyed the walk and play in this park a lot. Fresh air, lots of tree and along the waterway.",https://lh5.googleusercontent.com/p/AF1QipOpFmQGmiQZZVWC2sWR2mMb-VaSKCp3VkJw4IHI,"https://lh5.googleusercontent.com/p/AF1QipOpFmQGmiQZZVWC2sWR2mMb-VaSKCp3VkJw4IHI, https://lh5.googleusercontent.com/p/AF1QipPMP7X6SiBfVzIkaNjqjyT9LMgPJka4liGumDpV, https://lh5.googleusercontent.com/p/AF1QipN2lxgyvrVwZnUcXUamfXCLYeWV0-_RLSGGyKge, https://lh5.googleusercontent.com/p/AF1QipNWXkz3DVHNZz18HqwIUR6sfOLk0dF8zpQgvKlM, https://lh5.googleusercontent.com/p/AF1QipO2DgNzG2yzO4YNmPNlfHZ_7HMUTrI1XRUihnrJ, https://lh5.googleusercontent.com/p/AF1QipPmBuO-6NTiCMMjADSeSdWeF6Ud3vTfNxRMp1H6, https://lh5.googleusercontent.com/p/AF1QipOJp-JcAuHRu6-8ksT_3ZoTZEx4jfe20NNlYw0X, https://lh5.googleusercontent.com/p/AF1QipOMpemZw-RG3iQVmms0O7RXsvKSrvxPIQSG8mDC, https://lh5.googleusercontent.com/p/AF1QipOZeD6X1HbDCQiSNNAj4yIX5uH_QXnyVz1jZjqo, https://lh5.googleusercontent.com/p/AF1QipNgKuOaHbAoskZFD5RLaizf3n5AbSNFeeSXyuwP, https://lh5.googleusercontent.com/p/AF1QipMkIlsMvphjjGBhVto17sg-DcTrxu719q9iPvAC, https://lh5.googleusercontent.com/p/AF1QipNUirO486JsIC44t02PIOYJfdEFl0IjecsVq8sw, https://lh5.googleusercontent.com/p/AF1QipOOmidbIvdgP3eNR9Q4afHYWJ5Iuwiy0eW-vEO0, https://lh5.googleusercontent.com/p/AF1QipMNqLP4GtXf0kPNrB4JHbYBNfamiat8-h2bFxRR, https://lh5.googleusercontent.com/p/AF1QipOZyCK5XOteBa9mrgZvzBlrud96fxaDVnY4YdkE",,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNXMW9TMkZ3EAE!2m1!1s0x0:0x49a9ba7cdc9132fa!3m1!1s2@1:CIHM0ogKEICAgICW1oS2Fw%7CCgwI7arnkAYQoLmPgwE%7C?hl=en-US,5,1645860205,02/26/2022 07:23:25,0,5307978681272054522
"Punggol Waterway Park, Singapore",Punggol Waterway Park,0x31da15f1a3415505:0x49a9ba7cdc9132fa,ChIJBVVBo_EV2jER-jKR3Hy6qUk,"https://www.google.com/maps/place/Punggol+Waterway+Park/@1.4111376999999998,103.90446209999999,14z/data=!4m8!1m2!2m1!1sPunggol+Waterway+Park!3m4!1s0x31da15f1a3415505:0x49a9ba7cdc9132fa!8m2!3d1.4111376999999998!4d103.90446209999999","https://search.google.com/local/reviews?placeid=ChIJBVVBo_EV2jER-jKR3Hy6qUk&q=Punggol+Waterway+Park,+Singapore&authuser=0&hl=en&gl=SG","{""1"": 45, ""2"": 36, ""3"": 181, ""4"": 660, ""5"": 1480}",2402,4.5,ChZDSUhNMG9nS0VJQ0FnSUQyeXVMeFV3EAE,https://www.google.com/maps/contrib/100061565058583164790?hl=en-US,Lee Kah How,100061565058583164790,https://lh3.googleusercontent.com/a-/ACB-R5RhE52t1Qvp3l7151zx92MbftoH2y3nLmRGIEF_EUo=s120-c-c0x00000000-cc-rp-mo-ba4-br100,Family friendly facilities with lush greenery. Well paved cycling routes around (minus the Coney Island stretch). Good for bird spotting and even fishing,https://lh5.googleusercontent.com/p/AF1QipOfyiMvLWyxJVnTqxldN2yizUUkpW4a4BqL_Dy4,"https://lh5.googleusercontent.com/p/AF1QipOfyiMvLWyxJVnTqxldN2yizUUkpW4a4BqL_Dy4, https://lh5.googleusercontent.com/p/AF1QipMy3YgwsLVgyABRcqhiKC1A9sEDfF0SIC6U7lNi",,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUQyeXVMeFV3EAE!2m1!1s0x0:0x49a9ba7cdc9132fa!3m1!1s2@1:CIHM0ogKEICAgID2yuLxUw%7CCgwIppvvkwYQkLT-vwM%7C?hl=en-US,5,1652280742,05/11/2022 14:52:22,1,5307978681272054522
"Punggol Waterway Park, Singapore",Punggol Waterway Park,0x31da15f1a3415505:0x49a9ba7cdc9132fa,ChIJBVVBo_EV2jER-jKR3Hy6qUk,"https://www.google.com/maps/place/Punggol+Waterway+Park/@1.4111376999999998,103.90446209999999,14z/data=!4m8!1m2!2m1!1sPunggol+Waterway+Park!3m4!1s0x31da15f1a3415505:0x49a9ba7cdc9132fa!8m2!3d1.4111376999999998!4d103.90446209999999","https://search.google.com/local/reviews?placeid=ChIJBVVBo_EV2jER-jKR3Hy6qUk&q=Punggol+Waterway+Park,+Singapore&authuser=0&hl=en&gl=SG","{""1"": 45, ""2"": 36, ""3"": 181, ""4"": 660, ""5"": 1480}",2402,4.5,ChdDSUhNMG9nS0VJQ0FnSUMyN3NHU29BRRAB,https://www.google.com/maps/contrib/102971760512286366201?hl=en-US,Clarice Theo,102971760512286366201,https://lh3.googleusercontent.com/a-/ACB-R5QlXn85Q3cKld7hUAZ_u2IRvNxv2NjG-gswVmRSFik=s120-c-c0x00000000-cc-rp-mo-ba3-br100,"This beautiful park runs along both sides of the waterway and is brimming with beautiful plants and wildlife, from otters and birds to monitor lizards and tortoises. There are well-maintained pathways for walking and cycling, but the routes are good for rollerblading and skateboarding too. Links to waterway point, sengkang, pasir ris, punggol beach and more.",https://lh5.googleusercontent.com/p/AF1QipOD1PDs1WZoXVnNKKrheGpJf3g78mW3UgbpRKYL,"https://lh5.googleusercontent.com/p/AF1QipOD1PDs1WZoXVnNKKrheGpJf3g78mW3UgbpRKYL, https://lh5.googleusercontent.com/p/AF1QipNUrIzW6_v87xjUtcqjYwpylOe5fokDG4l-ShEi, https://lh5.googleusercontent.com/p/AF1QipMfpLNCfemrBlG2WN-4k5NjUoWVgC6rsfpbq0LA, https://lh5.googleusercontent.com/p/AF1QipMo3UZIzR-o7Ece-vT_8JOqQfCC7BYEUhVFw1lK, https://lh5.googleusercontent.com/p/AF1QipMaiKzfqg5XeeVIcIP4lbGvczj3AS0RbYH-voT-",,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUMyN3NHU29BRRAB!2m1!1s0x0:0x49a9ba7cdc9132fa!3m1!1s2@1:CIHM0ogKEICAgIC27sGSoAE%7CCgwI4fWEkwYQ4PGZpwI%7C?hl=en-US,5,1650539233,04/21/2022 11:07:13,1,5307978681272054522
"Punggol Waterway Park, Singapore",Punggol Waterway Park,0x31da15f1a3415505:0x49a9ba7cdc9132fa,ChIJBVVBo_EV2jER-jKR3Hy6qUk,"https://www.google.com/maps/place/Punggol+Waterway+Park/@1.4111376999999998,103.90446209999999,14z/data=!4m8!1m2!2m1!1sPunggol+Waterway+Park!3m4!1s0x31da15f1a3415505:0x49a9ba7cdc9132fa!8m2!3d1.4111376999999998!4d103.90446209999999","https://search.google.com/local/reviews?placeid=ChIJBVVBo_EV2jER-jKR3Hy6qUk&q=Punggol+Waterway+Park,+Singapore&authuser=0&hl=en&gl=SG","{""1"": 45, ""2"": 36, ""3"": 181, ""4"": 660, ""5"": 1480}",2402,4.5,ChdDSUhNMG9nS0VJQ0FnSUNHMTU3SHZ3RRAB,https://www.google.com/maps/contrib/101090694756471719639?hl=en-US,Richard See,101090694756471719639,https://lh3.googleusercontent.com/a/AGNmyxbF3ro0JyxSA_edlhS_i7dzfNj3udEtBq-kopb4=s120-c-c0x00000000-cc-rp-mo-ba5-br100,"Awesome scenic place for walk, jog or cycling. Be there early to enjoy the cool morning breeze, treaupitic waterway and pretty flowers too.",https://lh5.googleusercontent.com/p/AF1QipPH09-wohSg0LJYIAEPDqK4VNnNDG7WFpKbfRd-,"https://lh5.googleusercontent.com/p/AF1QipPH09-wohSg0LJYIAEPDqK4VNnNDG7WFpKbfRd-, https://lh5.googleusercontent.com/p/AF1QipPxS0BOUlf2aDRQ_wehQkekJs5POHn9U7BzppDb, https://lh5.googleusercontent.com/p/AF1QipOSr7VpkqiqAgRJz-EoNbi7Bs1C3JjVmiG2Xu_g, https://lh5.googleusercontent.com/p/AF1QipNN4QlPkzcg79pIRDmjIskUsBz_EQhMXpTdnr2r, https://lh5.googleusercontent.com/p/AF1QipP1_D3BMQUjkwRftiWr9L__TZaEfe173BwQFOY7, https://lh5.googleusercontent.com/p/AF1QipPx6UZQKsvY91dlJBnD9YfdvZPNdA6abBsWgW3i, https://lh5.googleusercontent.com/p/AF1QipMJG79V8TfJQlgYipEqo1G5GhGTPtfh57tJHaJs, https://lh5.googleusercontent.com/p/AF1QipNI8xJNmS-tqerIHGy9ZnepiGAFQOqEIGS5QKnD, https://lh5.googleusercontent.com/p/AF1QipPHAjwDZ5sLTGgSbuKQOqikqHXLiV5cBBfYDABg, https://lh5.googleusercontent.com/p/AF1QipM9GYVT8sQKCkXx8g60rtNs0_MKgrN_pLrMLPwR, https://lh5.googleusercontent.com/p/AF1QipMlL3rkXb9URFdR7jK7AsSsSDiFmWWvBqfZ5jPq, https://lh5.googleusercontent.com/p/AF1QipMyatXMq5lFj6thM1Yi_vgyLamxmdsoXSWDJ8JT, https://lh5.googleusercontent.com/p/AF1QipNHIFkHZqSb8PpAdpFo6U-u8ib4ZJHEU2NHXwlz, https://lh5.googleusercontent.com/p/AF1QipMIm0cefhgagEocDHKyxdqQ0znjE0Yf7cKe_42q, https://lh5.googleusercontent.com/p/AF1QipOUsMH4bDn2-cnKprbGm8J4L8JLPWSt3h4C1ohy, https://lh5.googleusercontent.com/p/AF1QipMKXI84U5ERACE2vd8Aw0USivrG_oGAvsopVP77, https://lh5.googleusercontent.com/p/AF1QipOnN4xfp1y9VQKyom1fUCtaO4tVIap-qNpFDEIA, https://lh5.googleusercontent.com/p/AF1QipOjK6jmK_DEud2WhPf33gStj7wNGpJSQUo616oZ, https://lh5.googleusercontent.com/p/AF1QipPFtgHAZ4dmBGPw6PQFbso6OpA_yOnnCHP2ootp, https://lh5.googleusercontent.com/p/AF1QipOpc-_CGWReJOWiuyXRnVaFXrjdpi1ymyhEZFOz, https://lh5.googleusercontent.com/p/AF1QipOqPqQKzw2COiZxohSUhDAELjpGUi5aytNZuPCZ, https://lh5.googleusercontent.com/p/AF1QipMuGkRJbQPuWQogrbwFqx672uPQglfDTOANxp-C, https://lh5.googleusercontent.com/p/AF1QipOidKDYlNbhhj5g1wWlFBMaqLOcWriRNbr60jeq, https://lh5.googleusercontent.com/p/AF1QipOXR_9S4SY2olq94Gr17ZsZx6dMzEcZ3WoShp1H, https://lh5.googleusercontent.com/p/AF1QipOvhJgjI2O1sTUcpxGIudsJ9b2c9NAwxByjWp57, https://lh5.googleusercontent.com/p/AF1QipPvLgaKIz5dhYbuKMZZab3TTpfdlwfTMUUC8g3y",,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNHMTU3SHZ3RRAB!2m1!1s0x0:0x49a9ba7cdc9132fa!3m1!1s2@1:CIHM0ogKEICAgICG157HvwE%7CCgwI1uuWnAYQuJL0xgE%7C?hl=en-US,4,1669707222,11/29/2022 07:33:42,0,5307978681272054522
"Punggol Waterway Park, Singapore",Punggol Waterway Park,0x31da15f1a3415505:0x49a9ba7cdc9132fa,ChIJBVVBo_EV2jER-jKR3Hy6qUk,"https://www.google.com/maps/place/Punggol+Waterway+Park/@1.4111376999999998,103.90446209999999,14z/data=!4m8!1m2!2m1!1sPunggol+Waterway+Park!3m4!1s0x31da15f1a3415505:0x49a9ba7cdc9132fa!8m2!3d1.4111376999999998!4d103.90446209999999","https://search.google.com/local/reviews?placeid=ChIJBVVBo_EV2jER-jKR3Hy6qUk&q=Punggol+Waterway+Park,+Singapore&authuser=0&hl=en&gl=SG","{""1"": 45, ""2"": 36, ""3"": 181, ""4"": 660, ""5"": 1480}",2402,4.5,ChdDSUhNMG9nS0VJQ0FnSUQ2bnFQTzBRRRAB,https://www.google.com/maps/contrib/106054215453269284121?hl=en-US,Simon Teo,106054215453269284121,https://lh3.googleusercontent.com/a-/ACB-R5QUY4rVcOdoV_0XXIl1xpIa2Gzk3uyCgMbSNnufQw=s120-c-c0x00000000-cc-rp-mo-ba6-br100,"Most beautiful park in Singapore I must say. Coney Island is just around the corner.
The whole area is large enough to accommodate quite a number of people. This will ensure some form of social distancing.",https://lh5.googleusercontent.com/p/AF1QipPAdcCZQ5OWrxeRd8Modd0j7e0FrRXuTsh2o-Qf,"https://lh5.googleusercontent.com/p/AF1QipPAdcCZQ5OWrxeRd8Modd0j7e0FrRXuTsh2o-Qf, https://lh5.googleusercontent.com/p/AF1QipNn-nW_bmJ1KqMCR_Q4Izs9m7QIMGU0KmYM5s2N, https://lh5.googleusercontent.com/p/AF1QipNCBGFhZ9nKJT5Rp19dcMTULWO--EmZD_Yp7-m7, https://lh5.googleusercontent.com/p/AF1QipMcUtMDL_8_uQ5TXDCgUptyxPH6ojxYDC2J4AIi, https://lh5.googleusercontent.com/p/AF1QipMhx1lva1dWmC6TYgJkeBWux6eRMYCy_UJrOxwW, https://lh5.googleusercontent.com/p/AF1QipOkyGFRGHGv4z19fJCXaorb8wFOfOwNlGv5zDWG",,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUQ2bnFQTzBRRRAB!2m1!1s0x0:0x49a9ba7cdc9132fa!3m1!1s2@1:CIHM0ogKEICAgID6nqPO0QE%7CCgwIkaDXigYQqIfy1QM%7C?hl=en-US,5,1633013777,09/30/2021 14:56:17,0,5307978681272054522
