query,name,google_id,place_id,location_link,reviews_link,reviews_per_score,reviews,rating,review_id,author_link,author_title,author_id,author_image,review_text,review_img_url,review_img_urls,owner_answer,owner_answer_timestamp,owner_answer_timestamp_datetime_utc,review_link,review_rating,review_timestamp,review_datetime_utc,review_likes,reviews_id
"Lower Seletar Reservoir Park, Singapore",Lower Seletar Reservoir Park,0x31da141aacffffff:0xb7c2a29f3f404ec8,ChIJ____rBoU2jERyE5AP5-iwrc,"https://www.google.com/maps/place/Lower+Seletar+Reservoir+Park/@1.4101899999999998,103.8324258,14z/data=!4m8!1m2!2m1!1sLower+Seletar+Reservoir+Park!3m4!1s0x31da141aacffffff:0xb7c2a29f3f404ec8!8m2!3d1.4101899999999998!4d103.8324258","https://search.google.com/local/reviews?placeid=ChIJ____rBoU2jERyE5AP5-iwrc&q=Lower+Seletar+Reservoir%C2%A0Park,+Singapore&authuser=0&hl=en&gl=SG","{""1"": 16, ""2"": 16, ""3"": 176, ""4"": 623, ""5"": 1359}",2190,4.5,ChZDSUhNMG9nS0VJQ0FnSUNCM3ZDeE5nEAE,https://www.google.com/maps/contrib/100011814794575668965?hl=en-US,James Loo,100011814794575668965,https://lh3.googleusercontent.com/a/AGNmyxYddIaqKZw6kf2HZpiS08X0sE8hO5P6yAagBCY=s120-c-c0x00000000-cc-rp-mo-br100,"Nice park to catch the sunrise. Peaceful and serene.  There are folks having group exercises at the amphitheatre area and people fishing early in the morning.

The only downside is the very limited number of parking lots.",https://lh5.googleusercontent.com/p/AF1QipNCJtoyJfC8TeAJGeBNDlw7c1opNcmT95Z-TIg,"https://lh5.googleusercontent.com/p/AF1QipNCJtoyJfC8TeAJGeBNDlw7c1opNcmT95Z-TIg, https://lh5.googleusercontent.com/p/AF1QipOoN03dtqQe4dVfUUnW95ETxwxbTifslFaTvqU, https://lh5.googleusercontent.com/p/AF1QipO-V0bPhQW7bqpb5vV8dhvfCR-vYkuW8U4SiAY, https://lh5.googleusercontent.com/p/AF1QipPLRerGpeKtDfTDQEwnBmNWvxDTrrfsCXBsyZM, https://lh5.googleusercontent.com/p/AF1QipNAU5kEDk1uzfBBDVScwLxcf6v--YyZehLdEmo, https://lh5.googleusercontent.com/p/AF1QipNM-1gvvSaumpo0zGqRZK2ALIo29COVeT95uME",,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNCM3ZDeE5nEAE!2m1!1s0x0:0xb7c2a29f3f404ec8!3m1!1s2@1:CIHM0ogKEICAgICB3vCxNg%7CCgwI77WnnQYQsIjHtgE%7C?hl=en-US,5,1672076015,12/26/2022 17:33:35,1,-5205419414442193208
"Lower Seletar Reservoir Park, Singapore",Lower Seletar Reservoir Park,0x31da141aacffffff:0xb7c2a29f3f404ec8,ChIJ____rBoU2jERyE5AP5-iwrc,"https://www.google.com/maps/place/Lower+Seletar+Reservoir+Park/@1.4101899999999998,103.8324258,14z/data=!4m8!1m2!2m1!1sLower+Seletar+Reservoir+Park!3m4!1s0x31da141aacffffff:0xb7c2a29f3f404ec8!8m2!3d1.4101899999999998!4d103.8324258","https://search.google.com/local/reviews?placeid=ChIJ____rBoU2jERyE5AP5-iwrc&q=Lower+Seletar+Reservoir%C2%A0Park,+Singapore&authuser=0&hl=en&gl=SG","{""1"": 16, ""2"": 16, ""3"": 176, ""4"": 623, ""5"": 1359}",2190,4.5,ChdDSUhNMG9nS0VJQ0FnSUNocGYtLWp3RRAB,https://www.google.com/maps/contrib/106413501068372675984?hl=en-US,Nirmal Balasooriya,106413501068372675984,https://lh3.googleusercontent.com/a-/ACB-R5RpVin9kN31zPKjAu8pe4JVKbkjdn4OsrA8HQOl7g=s120-c-c0x00000000-cc-rp-mo-ba7-br100,"This park is perfect for a peaceful evening walk, with its serene water and lush greenery helping to calm your mind - one of its biggest selling points. While we were there, the boating rides, primarily kayaking, were unavailable, and the children's play area was being renovated. However, the park is well-connected and close to both the bus stop and Khatib MRT station, which are within walking distance. I look forward to visiting this park again in the future.",https://lh5.googleusercontent.com/p/AF1QipNFE5wlctCFCMaAkrbrA_MdvdbFVYXyspdaqTSV,"https://lh5.googleusercontent.com/p/AF1QipNFE5wlctCFCMaAkrbrA_MdvdbFVYXyspdaqTSV, https://lh5.googleusercontent.com/p/AF1QipORK5MhQEerP6P0OezJnwrK1Ph_Qtql8tMI5Zem, https://lh5.googleusercontent.com/p/AF1QipPq2yWa1ELnxHQLneQWfCFvO4WasG43lF_6yzhK, https://lh5.googleusercontent.com/p/AF1QipPjGa7zI-_-wGGHoXgBoFjaRTDgvUaM7nH1xDMW, https://lh5.googleusercontent.com/p/AF1QipNpQfdz-_a3GoOMAML3DAv3z0j55AUCKGZU0sgV, https://lh5.googleusercontent.com/p/AF1QipMmA0CQAzK9tyy5cTTNu2CwRsPcTpkQq5p3YMXl, https://lh5.googleusercontent.com/p/AF1QipOd2Uzc96De7p06LJ57SzurQARGwLQs7lzARD8z, https://lh5.googleusercontent.com/p/AF1QipMtOLF4d0_uUknjZS0TcaApUNMs4noVfPpVMCL8, https://lh5.googleusercontent.com/p/AF1QipNUigMywF5joZYdeNvqxOv5GAcGEpTx_aklI-_V, https://lh5.googleusercontent.com/p/AF1QipPy7lpXi0FyPzYicxMzu33-9Cb7X2TdTinBWNXD, https://lh5.googleusercontent.com/p/AF1QipMqJBealbk5B4UfVIxDl1MQInTVwOgNGdRqgj-3, https://lh5.googleusercontent.com/p/AF1QipNal8O5-SewgKHX6efo_g6ES4U7zbiVzgoEDWHr, https://lh5.googleusercontent.com/p/AF1QipPu_QPdMAAW91B9sio5a_6sgvsyduAX4snsrluj",,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNocGYtLWp3RRAB!2m1!1s0x0:0xb7c2a29f3f404ec8!3m1!1s2@1:CIHM0ogKEICAgIChpf--jwE%7CCgwIu7rAnwYQ-LKltwI%7C?hl=en-US,4,1676680507,02/18/2023 00:35:07,1,-5205419414442193208
"Lower Seletar Reservoir Park, Singapore",Lower Seletar Reservoir Park,0x31da141aacffffff:0xb7c2a29f3f404ec8,ChIJ____rBoU2jERyE5AP5-iwrc,"https://www.google.com/maps/place/Lower+Seletar+Reservoir+Park/@1.4101899999999998,103.8324258,14z/data=!4m8!1m2!2m1!1sLower+Seletar+Reservoir+Park!3m4!1s0x31da141aacffffff:0xb7c2a29f3f404ec8!8m2!3d1.4101899999999998!4d103.8324258","https://search.google.com/local/reviews?placeid=ChIJ____rBoU2jERyE5AP5-iwrc&q=Lower+Seletar+Reservoir%C2%A0Park,+Singapore&authuser=0&hl=en&gl=SG","{""1"": 16, ""2"": 16, ""3"": 176, ""4"": 623, ""5"": 1359}",2190,4.5,ChZDSUhNMG9nS0VJQ0FnSUNXNHJhNlZREAE,https://www.google.com/maps/contrib/117371753176610949071?hl=en-US,Greg Liew,117371753176610949071,https://lh3.googleusercontent.com/a/AGNmyxYaogB9R9-yxWp4b7Nhb_kDdjkV_QHaAzUgxi5r=s120-c-c0x00000000-cc-rp-mo-br100,"Very vibrant place for a small weekend meetup with friends(not more than 5). Cycling groups were also spotted passing by this area. Limited parking lots, I was lucky to get a lot when I reached slightly after 8pm. Enjoy the view!",https://lh5.googleusercontent.com/p/AF1QipNret3q6OWxCSN03-UEoaTpc6QVA4kxvkK6EYCG,"https://lh5.googleusercontent.com/p/AF1QipNret3q6OWxCSN03-UEoaTpc6QVA4kxvkK6EYCG, https://lh5.googleusercontent.com/p/AF1QipOJMdk-s_PMwcY8yHLXHzp005P5HQdcMteExHdT, https://lh5.googleusercontent.com/p/AF1QipNObF_BbT_oEPEl2fnZyo0ZGZLB1DVLmrAPFs9I, https://lh5.googleusercontent.com/p/AF1QipPLlT9-kUOUbd7P6qsXvW9RyYlkEvMgq5fvMeeR",,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNXNHJhNlZREAE!2m1!1s0x0:0xb7c2a29f3f404ec8!3m1!1s2@1:CIHM0ogKEICAgICW4ra6VQ%7CCgwI1fTRkAYQyN6cpgM%7C?hl=en-US,5,1645509205,02/22/2022 05:53:25,1,-5205419414442193208
"Lower Seletar Reservoir Park, Singapore",Lower Seletar Reservoir Park,0x31da141aacffffff:0xb7c2a29f3f404ec8,ChIJ____rBoU2jERyE5AP5-iwrc,"https://www.google.com/maps/place/Lower+Seletar+Reservoir+Park/@1.4101899999999998,103.8324258,14z/data=!4m8!1m2!2m1!1sLower+Seletar+Reservoir+Park!3m4!1s0x31da141aacffffff:0xb7c2a29f3f404ec8!8m2!3d1.4101899999999998!4d103.8324258","https://search.google.com/local/reviews?placeid=ChIJ____rBoU2jERyE5AP5-iwrc&q=Lower+Seletar+Reservoir%C2%A0Park,+Singapore&authuser=0&hl=en&gl=SG","{""1"": 16, ""2"": 16, ""3"": 176, ""4"": 623, ""5"": 1359}",2190,4.5,ChdDSUhNMG9nS0VJQ0FnSUQyMDZhYTFBRRAB,https://www.google.com/maps/contrib/111751045487129289869?hl=en-US,Edrie Boomz,111751045487129289869,https://lh3.googleusercontent.com/a-/ACB-R5S72Ay3L7J8OjWKV9SnQaADkzsVDYwo_EiADDhNUw=s120-c-c0x00000000-cc-rp-mo-ba5-br100,"A very beautiful park with quite huge water body.

I’m surprised that this park has no shops attached to it but that’s ok. It’s good to have a walk or jog here but for those thinking of skating or something, please don’t as the floors are not smooth.",https://lh5.googleusercontent.com/p/AF1QipP-7kAWnnDD9So8_QDG-p-VUfb-CfD3f7CmGiZ5,"https://lh5.googleusercontent.com/p/AF1QipP-7kAWnnDD9So8_QDG-p-VUfb-CfD3f7CmGiZ5, https://lh5.googleusercontent.com/p/AF1QipMqgz8ahQtNXMo5Aq-_UgW0AHQn1qA2Iuv-eJHh, https://lh5.googleusercontent.com/p/AF1QipOUBUdpe_vgk4Up4oZYRpS5I2vGgoQ0xsbtbVaB, https://lh5.googleusercontent.com/p/AF1QipOzIHRPzLHjO7dEbAFQfOuRUAlJ8GgDwkW1TnTJ, https://lh5.googleusercontent.com/p/AF1QipN9QHKCwGPT47XbjQ2ljYGsbALQXZf3j-hWe37c",,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUQyMDZhYTFBRRAB!2m1!1s0x0:0xb7c2a29f3f404ec8!3m1!1s2@1:CIHM0ogKEICAgID206aa1AE%7CCgwInt6ylAYQkMqf-wI%7C?hl=en-US,5,1653387038,05/24/2022 10:10:38,2,-5205419414442193208
"Lower Seletar Reservoir Park, Singapore",Lower Seletar Reservoir Park,0x31da141aacffffff:0xb7c2a29f3f404ec8,ChIJ____rBoU2jERyE5AP5-iwrc,"https://www.google.com/maps/place/Lower+Seletar+Reservoir+Park/@1.4101899999999998,103.8324258,14z/data=!4m8!1m2!2m1!1sLower+Seletar+Reservoir+Park!3m4!1s0x31da141aacffffff:0xb7c2a29f3f404ec8!8m2!3d1.4101899999999998!4d103.8324258","https://search.google.com/local/reviews?placeid=ChIJ____rBoU2jERyE5AP5-iwrc&q=Lower+Seletar+Reservoir%C2%A0Park,+Singapore&authuser=0&hl=en&gl=SG","{""1"": 16, ""2"": 16, ""3"": 176, ""4"": 623, ""5"": 1359}",2190,4.5,ChZDSUhNMG9nS0VJQ0FnSUN1MjZpcEpBEAE,https://www.google.com/maps/contrib/111372092696632919958?hl=en-US,Choon Heng Lim,111372092696632919958,https://lh3.googleusercontent.com/a-/ACB-R5Qc1fwWi5PD98jT0vmMEgEzVNDAW8ywL3tPowc2=s120-c-c0x00000000-cc-rp-mo-ba4-br100,A nice place to relax and catch the sunrise. There will be elderly group doing their morning training regularly. Would be better if there is a bigger parking or easier access to the opposite carpark.,https://lh5.googleusercontent.com/p/AF1QipO_UK8NmKYU2onQMvTR_TuXlUQ73wkgGt__2Z_t,"https://lh5.googleusercontent.com/p/AF1QipO_UK8NmKYU2onQMvTR_TuXlUQ73wkgGt__2Z_t, https://lh5.googleusercontent.com/p/AF1QipPKJnQI1O2FW_aLc-GFj3MqLTiS0ot6zhS-xDYp, https://lh5.googleusercontent.com/p/AF1QipPot7uU1ptBGKknnh5x0skvyhutOktDIzXkldoE",,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN1MjZpcEpBEAE!2m1!1s0x0:0xb7c2a29f3f404ec8!3m1!1s2@1:CIHM0ogKEICAgICu26ipJA%7CCgwIvtO8lwYQyPWAlAI%7C?hl=en-US,4,1659840958,08/07/2022 02:55:58,3,-5205419414442193208
"Lower Seletar Reservoir Park, Singapore",Lower Seletar Reservoir Park,0x31da141aacffffff:0xb7c2a29f3f404ec8,ChIJ____rBoU2jERyE5AP5-iwrc,"https://www.google.com/maps/place/Lower+Seletar+Reservoir+Park/@1.4101899999999998,103.8324258,14z/data=!4m8!1m2!2m1!1sLower+Seletar+Reservoir+Park!3m4!1s0x31da141aacffffff:0xb7c2a29f3f404ec8!8m2!3d1.4101899999999998!4d103.8324258","https://search.google.com/local/reviews?placeid=ChIJ____rBoU2jERyE5AP5-iwrc&q=Lower+Seletar+Reservoir%C2%A0Park,+Singapore&authuser=0&hl=en&gl=SG","{""1"": 16, ""2"": 16, ""3"": 176, ""4"": 623, ""5"": 1359}",2190,4.5,ChZDSUhNMG9nS0VJQ0FnSUN1eGRfSERnEAE,https://www.google.com/maps/contrib/114091212690907304920?hl=en-US,MC Milana,114091212690907304920,https://lh3.googleusercontent.com/a-/ACB-R5T3nJ03rHueeWzYILGP5Jua0w8WTRG8xmDLA1G9bw=s120-c-c0x00000000-cc-rp-mo-ba5-br100,"For three yrs staying in Singpore this is my first time to visit here ❤
The weather is hot and it is not crowded. I observe Me and you can stay here and do the picnic especially to my co- OFW workers ! If I visit again this place I like to try riding the boat. The time is so limited for me that day, cause I do have some appointment too attend. This place is very beautiful I hope i can visit again and stay longer to experience the spot of this tourist spot.",https://lh5.googleusercontent.com/p/AF1QipMFtXKrq-LmYdVLew6dS2xO2qddoGlAVYc_vb7P,"https://lh5.googleusercontent.com/p/AF1QipMFtXKrq-LmYdVLew6dS2xO2qddoGlAVYc_vb7P, https://lh5.googleusercontent.com/p/AF1QipNVfVVY6v5yehbdU5WEP6MDAOYcUtW9duN7sPiF, https://lh5.googleusercontent.com/p/AF1QipOzrQKsnvFnkOLcWd65TzX9ygTDpzhGUItFkRoi, https://lh5.googleusercontent.com/p/AF1QipNtBWEIKpShQZ4_Zh_nvbWBvepNPfrhOzbtubjC, https://lh5.googleusercontent.com/p/AF1QipOAqh624hFJ9_KB4xJWZkES5tbOJAiHcmyMcxl_, https://lh5.googleusercontent.com/p/AF1QipPbY0x0JwQo_ZML9sfemAxtOXBynvHHBAQ6-Pgh, https://lh5.googleusercontent.com/p/AF1QipOvFE7lnQNlA5HwENubE2GbCd28B6B1Ie6nodeT, https://lh5.googleusercontent.com/p/AF1QipML4x0eIMB04Skq84ClcNVRyMWctPoFggDNP_VY, https://lh5.googleusercontent.com/p/AF1QipMlRSRBMzhfVxhB-64r46BCv8P6VXlbUWfzJ0QV, https://lh5.googleusercontent.com/p/AF1QipPXSGo01zePT8TuRh_cbFf1nI0pl8UYvSxuj3pM, https://lh5.googleusercontent.com/p/AF1QipMXeJam2GIendSMJH-xlI2Hhw6qSQyHnKTGyIYZ, https://lh5.googleusercontent.com/p/AF1QipP6axsjU-ZO20kCRnTRV4_77moz7YIvbtReEp2D, https://lh5.googleusercontent.com/p/AF1QipP7c-3Ya6qPWeBnMilpNE8-goZ1J1ee6cDbZUw6, https://lh5.googleusercontent.com/p/AF1QipNZT4-gB_DlHzse7glokH6II4f9sm42vR3QKTPF, https://lh5.googleusercontent.com/p/AF1QipM8SBJkTgEjrw_lN3mGlLyrBR5bjGRQ7su6fTlx, https://lh5.googleusercontent.com/p/AF1QipNrhnT8Wx7-9o1h-sqq17nUxBRE0ZS99oVdjPKS",,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN1eGRfSERnEAE!2m1!1s0x0:0xb7c2a29f3f404ec8!3m1!1s2@1:CIHM0ogKEICAgICuxd_HDg%7CCgsI666jlwYQyKqBIg%7C?hl=en-US,5,1659426667,08/02/2022 07:51:07,0,-5205419414442193208
"Lower Seletar Reservoir Park, Singapore",Lower Seletar Reservoir Park,0x31da141aacffffff:0xb7c2a29f3f404ec8,ChIJ____rBoU2jERyE5AP5-iwrc,"https://www.google.com/maps/place/Lower+Seletar+Reservoir+Park/@1.4101899999999998,103.8324258,14z/data=!4m8!1m2!2m1!1sLower+Seletar+Reservoir+Park!3m4!1s0x31da141aacffffff:0xb7c2a29f3f404ec8!8m2!3d1.4101899999999998!4d103.8324258","https://search.google.com/local/reviews?placeid=ChIJ____rBoU2jERyE5AP5-iwrc&q=Lower+Seletar+Reservoir%C2%A0Park,+Singapore&authuser=0&hl=en&gl=SG","{""1"": 16, ""2"": 16, ""3"": 176, ""4"": 623, ""5"": 1359}",2190,4.5,ChZDSUhNMG9nS0VJQ0FnSUNtNUxicEVBEAE,https://www.google.com/maps/contrib/108938050734323740126?hl=en-US,Kelvin Ngo,108938050734323740126,https://lh3.googleusercontent.com/a-/ACB-R5TY8fJ9RGlUb54nogXL-y40VXgubj8n4SyWCuXrPg=s120-c-c0x00000000-cc-rp-mo-ba5-br100,"Nice reservoir park that provides rental of kayak, managed by Camelot. We rented a double kayak with my 9-yr-old boy for two hours. It was a thoroughly enjoyable experience. Footwear is compulsory (minimally slippers). Lockers are available and free to use. Downside, no shower facilities at the public toilet and parking spaces are rather limited.",https://lh5.googleusercontent.com/p/AF1QipPbWJpqlmv1PwCV54G6gfZ9X-2L_c4-ZSOTQ_Ko,"https://lh5.googleusercontent.com/p/AF1QipPbWJpqlmv1PwCV54G6gfZ9X-2L_c4-ZSOTQ_Ko, https://lh5.googleusercontent.com/p/AF1QipOdsDrAtb0vEJf-D6RWBUPujUNSJlTXJjstVJFZ",,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNtNUxicEVBEAE!2m1!1s0x0:0xb7c2a29f3f404ec8!3m1!1s2@1:CIHM0ogKEICAgICm5LbpEA%7CCgsIsKv7jQYQ4KWZbQ%7C?hl=en-US,4,1639896492,12/19/2021 06:48:12,1,-5205419414442193208
"Lower Seletar Reservoir Park, Singapore",Lower Seletar Reservoir Park,0x31da141aacffffff:0xb7c2a29f3f404ec8,ChIJ____rBoU2jERyE5AP5-iwrc,"https://www.google.com/maps/place/Lower+Seletar+Reservoir+Park/@1.4101899999999998,103.8324258,14z/data=!4m8!1m2!2m1!1sLower+Seletar+Reservoir+Park!3m4!1s0x31da141aacffffff:0xb7c2a29f3f404ec8!8m2!3d1.4101899999999998!4d103.8324258","https://search.google.com/local/reviews?placeid=ChIJ____rBoU2jERyE5AP5-iwrc&q=Lower+Seletar+Reservoir%C2%A0Park,+Singapore&authuser=0&hl=en&gl=SG","{""1"": 16, ""2"": 16, ""3"": 176, ""4"": 623, ""5"": 1359}",2190,4.5,ChZDSUhNMG9nS0VJQ0FnSUR1d3BMeFZREAE,https://www.google.com/maps/contrib/111245981830694830708?hl=en-US,Mukesh Kini,111245981830694830708,https://lh3.googleusercontent.com/a-/ACB-R5Qgp22flsRKnYQdC1O1hcCTPGW2CVhrDwz4W9eU0g=s120-c-c0x00000000-cc-rp-mo-ba3-br100,"A nice park for a quick evening stroll. Wherever there is water and greenery, that just helps your mind to relax which is the biggest plus point for any park.

I believe they do have boating rides available mainly kayaking but it was closed when we visited. Even the children play area was under construction.

Very well connected and is just near to the bus stop as well as Khatib MRT (walking distance). I would definitely love to visit here often.

PS: I heard sunset pics do come out fabulous here. Must try next time 😃",https://lh5.googleusercontent.com/p/AF1QipMZ0Ws4UFQECES1ozUnbdpfBlfdFxABVqQ-Ri_X,"https://lh5.googleusercontent.com/p/AF1QipMZ0Ws4UFQECES1ozUnbdpfBlfdFxABVqQ-Ri_X, https://lh5.googleusercontent.com/p/AF1QipP60OiUqO1-4rl64o659uAWTOgBan5r19Q1tc1_, https://lh5.googleusercontent.com/p/AF1QipPR9L8X7tg-JnHEHRijxOZ3rIqKhW-ESo1XESC4, https://lh5.googleusercontent.com/p/AF1QipMA4Xtu3CvQ8fsJWsxMHTehQ99MOph-L7OA9xfU",,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUR1d3BMeFZREAE!2m1!1s0x0:0xb7c2a29f3f404ec8!3m1!1s2@1:CIHM0ogKEICAgIDuwpLxVQ%7CCgsI8enulwYQyKmxIA%7C?hl=en-US,5,1660663025,08/16/2022 15:17:05,0,-5205419414442193208
"Lower Seletar Reservoir Park, Singapore",Lower Seletar Reservoir Park,0x31da141aacffffff:0xb7c2a29f3f404ec8,ChIJ____rBoU2jERyE5AP5-iwrc,"https://www.google.com/maps/place/Lower+Seletar+Reservoir+Park/@1.4101899999999998,103.8324258,14z/data=!4m8!1m2!2m1!1sLower+Seletar+Reservoir+Park!3m4!1s0x31da141aacffffff:0xb7c2a29f3f404ec8!8m2!3d1.4101899999999998!4d103.8324258","https://search.google.com/local/reviews?placeid=ChIJ____rBoU2jERyE5AP5-iwrc&q=Lower+Seletar+Reservoir%C2%A0Park,+Singapore&authuser=0&hl=en&gl=SG","{""1"": 16, ""2"": 16, ""3"": 176, ""4"": 623, ""5"": 1359}",2190,4.5,ChZDSUhNMG9nS0VJQ0FnSUNSMExxY0lREAE,https://www.google.com/maps/contrib/114087192323273484542?hl=en-US,Ben Tan,114087192323273484542,https://lh3.googleusercontent.com/a-/ACB-R5QdSx7hrxqjVik6Cdaqs7wg2AwblMD6vdqSVthTSA=s120-c-c0x00000000-cc-rp-mo-br100,"Khatib mrt 🚶‍♂️ walk less than 20minutes towards Traffic junction, Reservoirs on the Left.

Or

Prefer An hour brisk walking  🚶‍♂️ 🚶‍♀️ from SpringLeaf MRT 5mins to Springleaf natures park  Entrance Turn Right  ... walk along the Canal  Straight ahead until the end And walk staircase up to main road on the *Right able to see Lower Seletar Reservoirs.",https://lh5.googleusercontent.com/p/AF1QipN72gZRfzonJ07kgYK-jEao3lJraFkok71-mjg,"https://lh5.googleusercontent.com/p/AF1QipN72gZRfzonJ07kgYK-jEao3lJraFkok71-mjg, https://lh5.googleusercontent.com/p/AF1QipOIoMQ1o5brzrOia90AACjhzDNA8lRTpEW5ZfI, https://lh5.googleusercontent.com/p/AF1QipM9JnZX-liq0IUKU4xvK879u5bp8mRd3ODlRkY, https://lh5.googleusercontent.com/p/AF1QipPSs1KUAhfFbDxbBPQS_wpxhYEzvWe1yv00PaU, https://lh5.googleusercontent.com/p/AF1QipNrP3wgppdTUX-vCxITTfIp8xbLak_bCxg8pz0, https://lh5.googleusercontent.com/p/AF1QipP_BGdWAtDbHV1JAiwczByUeCqodAc3jiAH4Gs, https://lh5.googleusercontent.com/p/AF1QipNfI6cJPAfC112ZWtMAWtRD-dp90wY0ztKcPwk, https://lh5.googleusercontent.com/p/AF1QipOm3jN2GdGZd1HGiBPAQhK5sNozMaZgtaiOysk, https://lh5.googleusercontent.com/p/AF1QipOXkQAIq1hir3ZPe6zr4ixWAb4sd1woxLEv3Wk, https://lh5.googleusercontent.com/p/AF1QipOCunGrGgyObhj5-w611lT6SQjEQIkTDIEuE8U, https://lh5.googleusercontent.com/p/AF1QipM-iicibWg4o6OF81GSVfpMKYZeqVLm7SwKW7Q, https://lh5.googleusercontent.com/p/AF1QipPRf7yTPden5fSG3DQUwBFokxohtmGlHI14wpc, https://lh5.googleusercontent.com/p/AF1QipPqNBFvea2_ZBev12sLEK8ze6x_IYxv_tJ8c5Y, https://lh5.googleusercontent.com/p/AF1QipN78A2f8ISfSWtSn_VEKphW1c-8dyYIcZf1bRQ, https://lh5.googleusercontent.com/p/AF1QipNfIzr5J9PSKomSWMDOz8dsX29H_3Ucev8lSrU, https://lh5.googleusercontent.com/p/AF1QipMbwBPnYuZd6YLX-VQBPXtq42Z6wnAownR8m-k, https://lh5.googleusercontent.com/p/AF1QipMh6JN_3uPgWIdw4Kn5tP3WutaVkNeh_xnB4F0, https://lh5.googleusercontent.com/p/AF1QipO7-r9VyWLULifEB08tGkgGh6b7MYtaVXps7Bc",,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNSMExxY0lREAE!2m1!1s0x0:0xb7c2a29f3f404ec8!3m1!1s2@1:CIHM0ogKEICAgICR0LqcIQ%7CCgwI-YbvoAYQkIu70gE%7C?hl=en-US,5,1679541113,03/23/2023 03:11:53,0,-5205419414442193208
"Lower Seletar Reservoir Park, Singapore",Lower Seletar Reservoir Park,0x31da141aacffffff:0xb7c2a29f3f404ec8,ChIJ____rBoU2jERyE5AP5-iwrc,"https://www.google.com/maps/place/Lower+Seletar+Reservoir+Park/@1.4101899999999998,103.8324258,14z/data=!4m8!1m2!2m1!1sLower+Seletar+Reservoir+Park!3m4!1s0x31da141aacffffff:0xb7c2a29f3f404ec8!8m2!3d1.4101899999999998!4d103.8324258","https://search.google.com/local/reviews?placeid=ChIJ____rBoU2jERyE5AP5-iwrc&q=Lower+Seletar+Reservoir%C2%A0Park,+Singapore&authuser=0&hl=en&gl=SG","{""1"": 16, ""2"": 16, ""3"": 176, ""4"": 623, ""5"": 1359}",2190,4.5,ChdDSUhNMG9nS0VJQ0FnSUN1ejVtTDVBRRAB,https://www.google.com/maps/contrib/109750343463333417520?hl=en-US,Grace Ong,109750343463333417520,https://lh3.googleusercontent.com/a-/ACB-R5QDY3sLaft9Vu1sueYUZmHQUKgcwTYTIScXxDey5w=s120-c-c0x00000000-cc-rp-mo-ba3-br100,Good place to go for a stroll in the morning. Good for kayaking as the water is calm and clear. Spotted sting rays and fishes.,https://lh5.googleusercontent.com/p/AF1QipPgw6ZmfVoCAR15b7f9deasMG1DVrrjKhJa_Bzm,"https://lh5.googleusercontent.com/p/AF1QipPgw6ZmfVoCAR15b7f9deasMG1DVrrjKhJa_Bzm, https://lh5.googleusercontent.com/p/AF1QipM0DD49KpcGcY0GfGvWNKCeteFMiWu3nl_Z4m-M, https://lh5.googleusercontent.com/p/AF1QipMKTzFBe-YeSt3bXxDnYRov27KWEi6jiOT824Z5, https://lh5.googleusercontent.com/p/AF1QipPiv3qthzrGtgJTsSFSUHKLES_aVsENy7CI-p66, https://lh5.googleusercontent.com/p/AF1QipPUi4mtmuLhDOaEdYwVDEjyMLoMYvQ8TRjSVG-H, https://lh5.googleusercontent.com/p/AF1QipO-8WEUwRi3yQLXsv-0oJMsTOuBUFFVI4Y1HzYZ, https://lh5.googleusercontent.com/p/AF1QipMK1P0SuMWwGBSj2BHbo0aONqgIMY-X3qn5vjSr",,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN1ejVtTDVBRRAB!2m1!1s0x0:0xb7c2a29f3f404ec8!3m1!1s2@1:CIHM0ogKEICAgICuz5mL5AE%7CCgwIy8HIlwYQuJmuogI%7C?hl=en-US,5,1660035275,08/09/2022 08:54:35,1,-5205419414442193208
